area;ciudad;conglomerado;panelm;vivienda;hogar;s101p11;s101p12a;s101p12b;s101p12c;s101p12d;s101p12e;s101p2a;s101p2b;s101p2c;s101p2d;s101p2e;s101p2f;s101p5a;s101p5b;s101p5c;s101p5d;s101p5e;s101p5f;s101p5g;s101p51a;s101p52a;s101p51b;s101p52b;s101p51c;s101p52c;s101p51d;s101p52d;s101p51e;s101p52e;s101p51f;s101p52f;s101p51g;s101p52g;s101p51h;s101p52h;s101p51i;s101p52i;s101p51j;s101p52j;s101p51k;s101p52k;s101p51l;s101p52l;s101p61;s101p62;s101p63;s101p64;s101p65;s101p66;s101p67;s101p68;s91p91;s91p92;s91p93;s91p94;s91p95;s91p96;s91p10;s91p111;s91p112;s91p113;s91p114;s91p115;s91p121;s91p122;s91p123;s91p124;s91p125;s91p126;s91p131;s91p132;s91p133;fexp
1;170150;196504;068;05;1;1;1;1;1;1;1;3;1;1;1;1;1;8;3;3;8;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;1;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;3;5;5;5;163.53
1;170150;196504;068;06;1;2;1;1;2;2;2;3;2;2;3;3;3;1;3;4;1;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;2;2;1;1;1;1;4;2;2;2;2;2;5;4;5;5;4;2;4;5;5;163.53
1;170150;196504;068;07;1;2;1;1;2;2;2;3;1;1;3;3;3;1;1;4;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;5;5;5;5;5;3;4;5;5;163.53
1;170150;197101;068;01;1;1;1;1;1;1;1;2;2;2;2;2;2;8;8;8;3;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;1;2;2;2;1;2;1;2;1;1;3;2;2;2;2;2;5;4;5;5;5;1;1;5;5;127.58
1;170150;197101;068;02;1;2;1;1;1;2;2;3;1;1;1;7;7;8;8;8;8;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;5;1;5;4;5;4;1;5;1;127.58
1;170150;197101;068;03;1;2;1;1;1;1;2;3;1;2;1;1;7;1;3;5;1;2;8;1;7;#NULO!;7;#NULO!;7;#NULO!;6;25;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;2;2;2;1;2;1;2;1;1;1;1;3;2;2;2;2;2;5;1;4;5;5;1;3;4;2;127.58
1;170150;197101;068;04;1;1;1;1;1;1;1;2;2;2;2;2;2;1;8;8;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;5;5;4;3;3;4;1;5;1;127.58
1;170150;197101;068;05;1;1;1;1;1;1;1;5;2;2;2;2;2;7;6;3;6;6;8;8;5;6;7;#NULO!;7;#NULO!;2;25;2;30;7;#NULO!;7;#NULO!;7;#NULO!;5;5;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;1;2;1;2;2;2;1;1;3;2;2;2;2;2;5;5;5;5;5;1;1;5;4;127.58
1;170150;197101;068;06;1;1;1;1;2;2;2;5;1;1;7;7;7;8;1;1;3;1;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;1;2;1;1;1;1;1;1;1;1;4;1;1;1;1;1;5;4;5;5;5;1;1;5;4;127.58
1;170150;197101;068;07;1;2;1;1;1;2;2;3;2;2;1;7;7;8;8;8;8;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;1;2;1;2;2;2;4;2;2;2;2;2;5;1;1;5;5;1;1;3;1;127.58
1;170150;198007;071;01;1;2;1;1;2;2;2;3;2;2;3;3;3;8;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;4;3;4;4;5;4;1;4;3;65.01
1;170150;198007;071;03;1;2;1;1;1;2;2;3;1;1;1;3;3;1;8;3;3;3;3;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;4;7;#NULO!;7;#NULO!;2;1;1;1;2;2;2;2;2;1;1;2;2;2;4;2;2;1;1;1;5;5;5;5;5;1;1;5;4;65.01
1;170150;198007;071;04;1;2;2;2;2;2;2;3;3;3;3;3;3;1;3;3;3;3;3;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;5;5;5;5;65.01
1;170150;198007;071;05;1;2;2;2;2;2;2;3;3;3;3;3;3;8;8;3;3;3;3;3;7;#NULO!;7;#NULO!;3;1;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;5;2;65.01
1;170150;198007;071;06;1;2;2;2;2;2;2;3;3;3;3;3;3;1;3;3;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;4;7;#NULO!;7;#NULO!;2;2;2;1;1;2;2;2;2;2;1;1;1;2;4;2;2;2;2;2;3;4;5;5;5;1;1;5;5;65.01
1;170150;198007;071;07;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;1;1;2;2;2;3;2;2;2;2;2;5;5;5;5;5;5;5;5;5;65.01
1;170150;198007;071;10;1;2;2;2;2;2;2;3;3;3;3;3;3;1;3;3;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;1;1;1;4;2;2;2;2;2;5;5;5;5;5;1;1;5;4;65.01
1;170150;199701;071;01;1;2;1;1;2;2;2;3;1;1;3;3;3;3;3;3;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;1;2;2;2;1;2;3;2;2;2;2;2;4;3;4;4;3;2;4;5;5;863.93
1;170150;199701;071;02;1;2;2;2;2;2;2;3;3;3;3;3;3;8;8;3;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;1;2;1;2;1;2;3;2;2;2;2;2;4;3;3;2;4;5;2;2;4;863.93
1;170150;199701;071;03;1;2;2;2;2;2;2;3;3;3;3;3;3;1;1;3;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;1;2;2;2;2;1;2;1;1;1;1;3;2;2;2;2;2;4;2;4;4;4;2;3;2;5;863.93
1;170150;199701;071;04;1;1;1;1;2;2;2;1;1;1;7;3;3;3;3;3;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;1;2;1;1;1;2;4;2;2;2;2;2;1;5;5;5;5;1;1;1;2;863.93
1;170150;199701;071;05;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;5;2;4;4;4;2;1;5;4;863.93
1;170150;199701;071;06;1;1;1;1;1;1;1;5;1;1;1;1;1;1;8;3;1;3;8;1;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;2;2;1;2;2;2;1;2;1;1;1;1;4;2;2;2;2;2;5;4;5;4;2;4;5;5;5;863.93
1;170150;201603;052;01;1;2;2;1;2;2;2;3;3;1;3;3;3;8;8;3;8;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;5;3;4;4;5;2;2;3;4;411.33
1;170150;201603;052;02;1;2;2;1;2;2;2;3;3;1;3;3;3;8;3;3;8;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;4;4;4;4;4;3;4;4;4;411.33
1;170150;201603;052;04;1;2;2;1;2;2;2;3;3;1;3;3;3;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;4;4;4;4;3;4;3;5;411.33
1;170150;201603;052;05;1;2;2;1;2;2;2;3;3;1;3;3;3;8;3;3;8;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;4;4;5;5;3;3;4;4;411.33
1;170150;201603;052;06;1;1;2;2;2;2;2;5;3;3;3;3;3;8;3;8;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;4;4;4;4;3;4;3;4;411.33
1;170150;201603;052;07;1;1;1;1;1;1;1;5;1;1;1;1;1;8;3;5;8;8;8;8;1;15;1;4;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;1;2;2;2;2;2;1;2;1;2;4;1;1;2;1;1;4;4;4;4;4;3;3;3;4;411.33
1;170150;206803;074;01;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;2;4;3;4;2;4;3;3;157.54
1;170150;206803;074;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;4;5;4;2;3;4;4;157.54
1;170150;206803;074;03;1;1;2;2;2;2;2;5;3;3;3;3;3;3;8;8;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;4;2;4;5;2;4;2;5;5;157.54
1;170150;206803;074;05;1;1;1;1;1;2;1;5;2;2;3;7;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;5;4;5;1;1;3;2;1;1;157.54
1;170150;206803;074;06;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;8;1;8;1;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;1;2;1;1;2;1;3;2;2;2;2;2;5;3;2;3;4;3;2;3;5;157.54
1;170150;206803;074;07;1;2;2;1;2;2;2;3;3;2;3;3;3;1;1;3;8;3;8;3;7;#NULO!;1;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;5;7;#NULO!;7;#NULO!;2;1;1;1;1;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;4;3;4;3;5;3;4;4;3;157.54
1;170150;206803;074;09;1;2;1;1;1;1;1;3;2;2;2;2;2;1;8;3;8;2;8;1;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;5;1;2;7;#NULO!;7;#NULO!;2;2;1;1;1;2;1;2;1;2;1;2;1;2;3;2;2;2;2;2;5;3;4;4;4;3;3;2;4;157.54
1;170150;208202;074;01;1;2;1;1;2;2;2;3;2;2;3;3;3;8;3;4;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;4;4;4;5;1;1;2;205.41
1;170150;208202;074;04;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;4;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;30;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;5;5;5;1;2;5;4;1;5;205.41
1;170150;208202;074;05;1;1;1;1;2;2;2;5;2;2;3;7;7;3;3;4;8;3;8;6;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;40;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;1;2;2;1;2;2;2;2;2;2;4;2;2;2;1;2;5;5;5;4;4;1;2;1;2;205.41
1;170150;208202;074;06;1;2;1;1;2;2;2;3;2;2;3;3;3;3;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;8;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;5;4;2;1;4;205.41
1;170150;208202;074;07;1;2;1;1;2;2;2;3;2;2;3;7;7;3;3;4;8;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1;2;5;5;5;2;2;2;4;2;4;205.41
1;170150;208202;074;08;1;2;2;2;2;2;2;7;7;7;7;7;7;8;8;4;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;4;1;2;4;4;1;5;205.41
1;170150;208202;074;09;1;2;1;1;2;2;2;3;2;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;10;7;#NULO!;7;#NULO!;2;30;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;5;1;2;4;1;1;5;205.41
1;170150;212001;074;01;1;2;1;1;2;2;2;3;1;1;7;3;3;3;3;3;8;2;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;1;2;2;2;2;1;1;1;1;2;1;4;2;2;2;2;2;5;1;5;5;5;3;1;5;5;342.13
1;170150;212001;074;02;1;2;1;1;2;1;2;3;1;1;7;1;3;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;5;4;3;4;2;4;3;5;5;342.13
1;170150;212001;074;07;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;3;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;1;2;1;2;2;2;2;1;3;2;2;2;2;2;5;5;3;5;4;3;4;1;4;342.13
1;170150;212001;074;08;1;2;1;1;2;1;2;3;1;1;7;1;3;1;3;3;8;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;4;3;3;2;3;3;4;4;342.13
1;170150;212001;074;09;1;2;1;1;2;2;2;3;1;1;7;3;7;1;1;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;1;2;2;2;1;2;3;2;2;2;2;2;4;3;4;3;3;4;5;5;5;342.13
1;170150;216403;052;01;1;1;1;1;2;2;2;5;2;2;3;3;3;1;3;3;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;5;2;2;2;2;2;5;5;5;5;5;2;5;5;5;329.12
1;170150;216403;052;02;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;4;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;2;5;5;5;329.12
1;170150;216403;052;03;1;2;1;1;1;2;2;3;2;2;2;3;3;1;3;4;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;2;5;5;5;329.12
1;170150;216403;052;04;1;2;2;2;2;2;2;3;3;3;3;3;3;1;3;4;3;3;3;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;5;4;5;4;2;3;4;5;329.12
1;170150;216403;052;05;1;2;1;1;2;2;2;3;2;2;3;3;3;8;3;4;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;2;5;5;5;329.12
1;170150;216403;052;06;1;1;1;1;1;1;2;5;2;2;2;2;3;1;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;2;3;5;5;329.12
1;170150;216403;052;08;1;1;1;1;2;2;2;5;2;2;3;3;3;1;1;5;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;2;2;1;2;2;2;2;1;2;2;4;2;2;2;2;2;4;4;4;5;4;2;3;4;5;329.12
1;170150;217605;052;01;1;2;1;1;2;2;2;3;2;2;3;3;3;8;3;4;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;4;4;2;2;4;2;2;4;369.76
1;170150;217605;052;02;1;2;1;1;2;2;2;3;2;2;3;3;3;8;1;4;8;3;3;8;7;#NULO!;5;15;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;6;5;20;5;7;2;1;1;1;1;2;2;2;2;2;2;2;2;1;3;2;2;2;1;1;5;4;4;4;5;2;4;2;4;369.76
1;170150;217605;052;03;1;2;1;1;2;2;2;3;2;2;3;3;3;8;3;4;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;1;2;5;4;5;4;5;2;2;2;4;369.76
1;170150;217605;052;04;1;1;1;1;2;2;2;5;2;2;3;3;7;3;3;4;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;1;2;2;2;2;2;2;1;1;1;3;2;2;2;1;2;5;4;4;2;5;2;2;2;4;369.76
1;170150;217605;052;05;1;2;1;1;2;2;2;3;2;2;3;3;7;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;5;5;2;4;4;2;4;4;369.76
1;170150;217605;052;06;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;7;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;1;2;2;2;2;2;1;4;2;1;2;1;1;5;5;5;5;5;1;1;4;1;369.76
1;170150;217605;052;07;1;2;2;2;2;2;2;3;3;3;3;3;7;8;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;5;1;2;4;1;4;4;369.76
1;170150;217904;074;03;1;1;1;1;2;2;2;5;2;2;7;7;7;1;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;3;4;1;1;1;1;1;2;1;2;1;1;1;1;1;1;4;2;2;2;2;2;5;5;5;5;5;3;1;5;5;444.48
1;170150;217904;074;04;1;2;2;2;1;2;2;3;3;3;1;3;3;8;1;4;1;1;8;1;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;7;#NULO!;7;#NULO!;1;1;1;2;1;2;2;1;1;1;2;1;2;1;4;1;2;1;1;1;5;1;5;5;1;1;1;5;5;444.48
1;170150;217904;074;05;1;1;1;1;2;1;2;5;2;2;7;2;7;8;3;8;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;1;2;2;1;1;1;3;2;2;2;2;2;5;5;5;5;5;3;4;4;4;444.48
