area;ciudad;conglomerado;panelm;vivienda;hogar;s101p11;s101p12a;s101p12b;s101p12c;s101p12d;s101p12e;s101p2a;s101p2b;s101p2c;s101p2d;s101p2e;s101p2f;s101p5a;s101p5b;s101p5c;s101p5d;s101p5e;s101p5f;s101p5g;s101p51a;s101p52a;s101p51b;s101p52b;s101p51c;s101p52c;s101p51d;s101p52d;s101p51e;s101p52e;s101p51f;s101p52f;s101p51g;s101p52g;s101p51h;s101p52h;s101p51i;s101p52i;s101p51j;s101p52j;s101p51k;s101p52k;s101p51l;s101p52l;s101p61;s101p62;s101p63;s101p64;s101p65;s101p66;s101p67;s101p68;s91p91;s91p92;s91p93;s91p94;s91p95;s91p96;s91p10;s91p111;s91p112;s91p113;s91p114;s91p115;s91p121;s91p122;s91p123;s91p124;s91p125;s91p126;s91p131;s91p132;s91p133;fexp
1;010150;025501;052;04;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;3;3;3;8;8;7;#NULO!;7;#NULO!;2;2;2;7;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;3;5;5;5;119.10
1;010150;025501;052;05;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;119.10
1;010150;025501;052;06;1;2;2;2;2;2;2;3;3;3;3;3;7;8;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;5;12;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;1;5;5;5;119.10
1;010150;025501;052;07;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;4;4;4;4;3;4;4;4;119.10
1;010150;026001;071;01;1;2;1;1;2;2;2;3;2;2;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;4;3;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;1;2;1;2;2;1;4;2;2;2;2;2;3;3;4;4;3;2;4;3;4;307.28
1;010150;026001;071;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;2;2;2;2;2;3;3;4;4;3;2;3;3;3;307.28
1;010150;026001;071;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;4;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4;4;1;1;307.28
1;010150;026001;071;04;1;2;1;2;2;2;2;3;2;3;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;4;4;3;2;4;4;5;307.28
1;010150;026001;071;06;1;2;2;2;2;2;2;3;3;3;4;3;3;3;3;3;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;4;4;2;4;4;4;307.28
1;010150;026001;071;07;1;2;2;2;2;2;2;3;3;3;3;3;3;6;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;4;4;4;4;2;3;4;3;307.28
1;010150;026001;071;08;1;2;1;1;2;2;2;3;2;2;3;3;3;1;3;3;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;4;2;4;4;4;307.28
1;010150;026403;052;01;1;2;2;2;2;2;2;4;3;3;7;3;7;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;5;5;3;4;2;4;2;2;5;52.04
1;010150;026403;052;02;1;2;2;2;2;2;2;3;3;3;7;3;7;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;4;2;5;4;1;3;3;4;52.04
1;010150;026403;052;03;1;1;1;1;2;2;2;1;1;2;7;7;7;8;3;1;8;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;4;5;1;4;4;5;52.04
1;010150;026403;052;04;1;1;1;1;2;2;2;1;1;2;7;7;7;6;3;1;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;2;1;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;1;5;5;5;52.04
1;010150;026403;052;05;1;1;1;1;1;2;2;1;1;1;1;7;7;8;3;1;3;3;8;6;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;16;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;5;5;5;5;3;2;4;3;4;52.04
1;010150;026403;052;06;1;1;1;1;2;2;2;1;1;1;7;7;7;6;1;1;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;4;3;4;3;4;3;3;52.04
1;010150;026403;052;07;1;1;2;2;2;2;2;5;3;3;7;6;7;6;3;5;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;4;4;5;2;4;5;4;52.04
1;010150;027901;052;02;1;2;2;2;2;2;2;3;3;3;3;3;3;8;8;8;8;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;2;2;2;2;2;1;2;2;2;2;2;3;2;2;2;2;2;4;4;4;4;5;5;3;4;4;215.25
1;010150;027901;052;03;1;1;1;1;2;2;2;5;2;2;3;3;3;8;8;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;4;4;4;4;4;3;5;5;215.25
1;010150;027901;052;05;1;1;1;1;1;1;1;2;2;2;2;2;2;2;8;3;8;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;5;5;4;4;3;4;4;215.25
1;010150;027901;052;06;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2;8;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;1;1;3;2;2;2;2;2;4;4;4;4;4;4;4;4;4;215.25
1;010150;027901;052;07;1;1;1;1;2;2;2;2;2;2;3;3;3;3;8;8;8;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;6;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;4;4;3;3;3;3;215.25
1;010150;028201;052;01;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;2;2;5;4;197.69
1;010150;028201;052;02;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;5;10;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;4;4;4;4;3;4;4;4;197.69
1;010150;028201;052;03;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;4;4;4;4;3;4;4;4;197.69
1;010150;028201;052;04;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;#NULO!;7;#NULO!;2;4;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;2;2;2;2;2;5;2;2;2;2;2;5;5;5;5;5;3;5;5;5;197.69
1;010150;028201;052;05;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;4;5;3;4;4;4;197.69
1;010150;028201;052;06;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;4;4;4;4;2;4;4;4;197.69
1;010150;028201;052;07;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;2;15;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;197.69
1;010150;028302;071;01;1;1;1;1;2;1;1;1;1;1;7;1;1;8;8;8;8;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;4;4;5;5;1;3;2;1;29.49
1;010150;028302;071;02;1;2;1;1;2;2;1;3;1;1;7;3;1;1;3;8;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;5;1;29.49
1;010150;028302;071;03;1;2;2;2;2;2;2;3;3;3;7;3;7;8;8;8;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;2;2;5;5;5;5;5;1;2;5;2;29.49
1;010150;028302;071;04;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;3;5;2;29.49
1;010150;028302;071;06;1;1;1;1;2;1;1;1;1;1;7;1;1;8;1;1;8;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;5;4;4;5;5;1;1;5;1;29.49
1;010150;028302;071;07;1;2;2;2;2;2;2;3;3;3;3;7;7;3;6;3;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;4;3;5;3;3;3;3;29.49
1;010150;028302;071;08;1;1;1;1;2;1;1;1;1;1;7;1;1;8;8;8;8;1;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;1;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;5;5;1;29.49
1;010150;028303;068;01;1;1;2;2;2;2;2;5;3;3;7;3;7;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;5;5;5;5;5;1;3;5;3;34.85
1;010150;028303;068;02;1;2;1;1;2;2;1;3;2;2;3;3;2;8;8;3;8;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;1;2;1;2;2;1;4;2;2;2;2;2;5;5;5;5;5;1;1;5;1;34.85
1;010150;028303;068;03;1;2;2;2;2;2;2;3;3;3;3;3;3;8;8;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;1;2;2;1;4;2;2;2;2;2;5;5;5;5;5;1;3;5;1;34.85
1;010150;028303;068;04;1;2;2;2;2;2;2;3;3;3;7;3;3;8;8;3;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;1;2;1;2;2;2;3;2;2;2;2;2;5;5;5;5;5;5;5;5;4;34.85
1;010150;028303;068;05;1;2;1;1;2;2;1;3;1;1;7;3;1;6;8;8;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;5;1;34.85
1;010150;028303;068;06;1;2;1;2;2;2;2;3;2;3;7;3;7;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;5;1;34.85
1;010150;028303;068;07;1;2;1;2;2;2;2;3;2;3;3;3;3;8;8;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;1;2;2;5;5;5;5;5;1;1;5;3;34.85
1;010150;029301;071;01;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;10;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;3;5;4;1,501.83
1;010150;029301;071;02;1;2;1;1;2;2;1;3;2;2;7;3;2;8;8;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;1;5;5;3;1,501.83
1;010150;029301;071;03;1;2;2;2;2;2;2;3;3;3;7;3;3;8;8;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;4;4;5;5;1;3;5;3;1,501.83
1;010150;029301;071;04;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;4;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;5;1;1,501.83
1;010150;029301;071;05;1;2;1;1;2;2;1;3;2;2;3;3;2;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;4;5;5;5;1;1;5;1;1,501.83
1;010150;029301;071;07;1;2;2;2;2;2;2;3;3;3;3;3;3;8;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;1;1;5;2;1,501.83
1;010150;029301;071;08;1;2;1;1;2;2;2;3;2;2;3;3;7;8;8;8;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;5;5;5;5;5;5;5;3;5;1,501.83
1;010150;030101;071;02;1;1;1;1;2;1;2;5;2;2;7;2;7;3;8;8;8;8;8;3;7;#NULO!;7;#NULO!;7;#NULO!;2;8;7;#NULO!;7;#NULO!;7;#NULO!;2;15;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;4;5;5;1;1;1;5;97.79
1;010150;030101;071;03;1;1;1;1;2;2;2;2;2;2;7;7;3;1;8;4;8;8;8;1;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;1;5;97.79
1;010150;030101;071;04;1;1;1;1;2;2;2;2;2;2;7;7;7;1;8;4;8;8;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;3;3;5;97.79
1;010150;030101;071;05;1;2;1;1;1;1;1;7;2;2;2;2;2;1;8;3;1;8;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;1;2;2;2;2;1;3;2;2;2;2;2;5;5;5;5;5;1;1;1;5;97.79
1;010150;030101;071;06;1;2;1;1;2;2;2;3;2;2;7;3;7;3;8;4;8;8;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;99;5;5;5;5;1;1;1;5;97.79
1;010150;030101;071;07;1;1;1;1;2;2;2;5;2;2;7;3;7;1;8;1;8;8;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;30;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;1;5;97.79
1;010150;030101;071;08;1;1;1;1;2;2;2;5;2;2;7;3;7;3;8;4;8;8;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;1;2;2;2;2;2;2;1;4;2;2;2;2;2;5;5;5;5;5;1;1;1;5;97.79
1;010150;030203;068;01;1;2;1;1;2;2;1;3;1;1;7;3;1;1;3;5;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;1;2;2;5;5;5;5;5;1;1;5;1;40.13
1;010150;030203;068;02;1;2;2;2;1;2;2;3;3;3;6;3;3;1;3;5;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;1;1;5;1;40.13
1;010150;030203;068;03;1;2;1;1;2;2;2;3;2;2;7;3;7;6;3;5;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;1;2;2;2;1;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;2;5;2;40.13
1;010150;030203;068;04;1;1;1;1;2;2;2;5;2;2;7;3;7;6;3;8;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;5;1;40.13
1;010150;030203;068;05;1;2;2;2;2;2;2;3;3;3;3;3;3;1;3;3;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;5;5;5;5;1;1;5;1;40.13
1;010150;030203;068;06;1;2;1;1;2;2;2;3;2;2;7;3;3;1;3;8;8;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;1;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;5;5;5;5;1;1;5;1;40.13
